the_geom,apn,name,Address,LandmarkNo,YearDesignated,DesignationDocument,Photo,PIMLink
"MULTIPOLYGON (((-122.4273317125884 37.76570354358381, -122.42736218431725 37.76583689865407, -122.42670803904468 37.765879466264494, -122.42669781465236 37.76577279587798, -122.4273317125884 37.76570354358381)))",3557003A,Tanforan Cottage,220 Dolores Street,68,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM68.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/68.jpg,https://sfplanninggis.org/pim?search=3557/003A
"MULTIPOLYGON (((-122.42470168213686 37.793151669014435, -122.42516533391296 37.79309282727229, -122.42518840332207 37.79320719495621, -122.42521695769636 37.79334875364219, -122.42511386571226 37.79336183697933, -122.42501589986381 37.79337427010665, -122.42491793311603 37.79338670323392, -122.42475329962497 37.793407596283714, -122.42470168213686 37.793151669014435)))",0600002,Haas-Lilienthal House,2007 Franklin Street,69,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM69.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/69.jpg,https://sfplanninggis.org/pim?search=0600/002
"MULTIPOLYGON (((-122.42693138927211 37.78990289060607, -122.42716630927765 37.789873026818896, -122.42724189729563 37.790245853363615, -122.42700660766872 37.79027576301621, -122.42693138927211 37.78990289060607)))",0640010,Atherton House,1990 California Street,70,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM70.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/70.jpg,https://sfplanninggis.org/pim?search=0640/010
"MULTIPOLYGON (((-122.42198117089424 37.78518439424454, -122.42231429956519 37.78514196692839, -122.4223342609173 37.7852406792141, -122.42237996626233 37.785466719313774, -122.42204669280056 37.78550843886353, -122.4220302442003 37.78542708888921, -122.42201379470077 37.785345739814204, -122.42200113044771 37.78528310563098, -122.42198117089424 37.78518439424454)))",0714018,"Goodman Building/Emeric
Building",1117 Geary Boulevard,71,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM71.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/71.jpg,https://sfplanninggis.org/pim?search=0714/018
"MULTIPOLYGON (((-122.41672140856605 37.751530472753245, -122.41673451078896 37.7516673963334, -122.41633878480695 37.75169159888833, -122.4163256825841 37.75155467620749, -122.41672140856605 37.751530472753245)))",6518006,Frank M. Stone House,1348 South Van Ness Avenue,74,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM74.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/74.jpg,https://sfplanninggis.org/pim?search=6518/006
"MULTIPOLYGON (((-122.40783518134845 37.7529619020703, -122.407862331881 37.75324670836903, -122.40777610758118 37.753251914544364, -122.4077489561493 37.75296710824557, -122.40783518134845 37.7529619020703)))",4210018,Casa Sanchez,2778 24th Street,296,2022,https://sfplanninggis.org/docs/landmarks_and_districts/LM296.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/296.jpg,https://sfplanninggis.org/pim?search=4210018
"MULTIPOLYGON (((-122.42925374816184 37.793240690205835, -122.42952775989812 37.79320590532842, -122.4296046177588 37.793586564968166, -122.42942005169391 37.7936099950054, -122.42930499962591 37.79362460089476, -122.42929805236315 37.79359019732988, -122.42932367944417 37.79358694538138, -122.42925374816184 37.793240690205835)))",0591007,Whittier Mansion,2090 Jackson Street,75,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM75.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/75.jpg,https://sfplanninggis.org/pim?search=0591/007
"MULTIPOLYGON (((-122.40126000224723 37.79158947017805, -122.40118325680174 37.791216793820126, -122.40135410370885 37.791195017636085, -122.40158901831848 37.79116507740656, -122.40229375944932 37.791075254019916, -122.40238257199803 37.79150650232339, -122.40214338470935 37.79153698934073, -122.40213110536615 37.79147735979245, -122.40207130944327 37.79148498064751, -122.40180661468344 37.79151931136727, -122.40172122855176 37.791530383820316, -122.40166572869032 37.791537581993964, -122.40158461433839 37.79154810226328, -122.40149897100059 37.79155792915526, -122.40143069537021 37.791566941261465, -122.40126000224723 37.79158947017805)))",0268006,Mills Building & Tower,220-232 Montgomery Street,76,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM76.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/76.jpg,https://sfplanninggis.org/pim?search=0268/006
"MULTIPOLYGON (((-122.40703711756885 37.78504135437515, -122.40718747881903 37.78516138598934, -122.40721482270578 37.785300073140036, -122.40718307393962 37.7852747284461, -122.40696349816682 37.78509944158611, -122.40703711756885 37.78504135437515)))",0329004,Samuel's Clock,856 Market Street,77,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM77.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/77.jpg,https://sfplanninggis.org/pim?search=0329/004
"MULTIPOLYGON (((-122.44057491679888 37.7319345736218, -122.44057352464836 37.73171638100632, -122.4407118385804 37.731715648958186, -122.4409711787768 37.731714275693435, -122.44097291266968 37.7319858871391, -122.440886465338 37.73198607509744, -122.44080001620767 37.73198626395504, -122.44071356797667 37.73198645191337, -122.44062711884635 37.731986641670346, -122.44057525044735 37.7319867540856, -122.44057491679888 37.7319345736218)))",6770056,Sunnyside Conservatory,234-258 Monterey Boulevard,78,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM78.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/78.jpg,https://sfplanninggis.org/pim?search=6770/056
"MULTIPOLYGON (((-122.44535341772598 37.759402851060884, -122.44506565715426 37.759382781790066, -122.44506930930112 37.759366775656304, -122.445072609813 37.75935072095916, -122.44507555509273 37.75933462399382, -122.44507814693884 37.75931848835768, -122.44508038355275 37.75930231764801, -122.44508226403514 37.75928611995863, -122.4450837901847 37.759269898886885, -122.44508495660534 37.75925365892937, -122.44508576779384 37.75923740368336, -122.44508622015286 37.75922114124285, -122.44508631727962 37.759204874305624, -122.44508605377825 37.7591886091671, -122.44508543414537 37.759172350323865, -122.44508445658232 37.75915610227247, -122.4450831228877 37.75913986861019, -122.4450814330616 37.75912365833034, -122.44507938620461 37.75910747413076, -122.44507698411542 37.7590913178102, -122.44507422679402 37.75907519926119, -122.44507111693838 37.75905912118162, -122.44506765274986 37.75904308896753, -122.44506383782578 37.75902710621614, -122.44505967036741 37.75901117922268, -122.4450551548714 37.75899531338314, -122.4450502913378 37.75897951139547, -122.44504507976654 37.758963778655584, -122.44503831506609 37.75894484432922, -122.44538838516576 37.75888925093835, -122.4454007769242 37.75891000009659, -122.44542849942559 37.75895641680535, -122.44546153062504 37.7590117260105, -122.4454919645824 37.75906268339628, -122.44545145462087 37.75916214661589, -122.44542747689644 37.75922101713638, -122.44540432385037 37.75927786508157, -122.44538116900566 37.7593347130267, -122.44535341772598 37.759402851060884)))",2704040,Miller-Joost House,3224 Market Street,79,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM79.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/79.jpg,https://sfplanninggis.org/pim?search=2704/040
"MULTIPOLYGON (((-122.4005416390853 37.79952414272515, -122.4001639723893 37.79957199025529, -122.40013913221509 37.79944787032309, -122.40051676563616 37.79939985911636, -122.4005416390853 37.79952414272515)))",0141013,"Gibb-Sanborn Warehouse,
Trinidad Bean & Elevator Company",855 Front Street,91,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM91.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/91.jpg,https://sfplanninggis.org/pim?search=0141/013
"MULTIPOLYGON (((-122.4397010446674 37.759497216923194, -122.4397212551317 37.75970844069212, -122.4393533352881 37.75973071060395, -122.43933309064954 37.75951911721364, -122.43969529440221 37.75949755956486, -122.4397010446674 37.759497216923194)))",2700001,"Alfred E.(Nobby) Clarke
Mansion",250 Douglass Street,80,1975,https://sfplanninggis.org/docs/landmarks_and_districts/LM80.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/80.jpg,https://sfplanninggis.org/pim?search=2700/001
"MULTIPOLYGON (((-122.42799381326375 37.78762273240335, -122.42791700036918 37.78724387410563, -122.42802805315205 37.7872297664407, -122.4281220206147 37.7872178261419, -122.42813741341081 37.78729374690903, -122.42815280620692 37.78736966767616, -122.4283429363773 37.78734551278535, -122.42838873974847 37.78757233259722, -122.42819881192554 37.78759657022567, -122.42799381326375 37.78762273240335)))",0674033,"Ohabai Shalome/Bush Street
Temple",1881 Bush Street,81,1976,https://sfplanninggis.org/docs/landmarks_and_districts/LM81.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/81.jpg,https://sfplanninggis.org/pim?search=0674/033
"MULTIPOLYGON (((-122.41036337437015 37.78661055173575, -122.41043717633454 37.786981379087536, -122.41010404856291 37.78702387025555, -122.41005006315982 37.786752598753594, -122.40991798872409 37.786769443954825, -122.40989760289199 37.786669960050745, -122.41036337437015 37.78661055173575)))",0316001A,Geary Theater,415 Geary Boulevard & 333 Mason Street,82,1976,https://sfplanninggis.org/docs/landmarks_and_districts/LM82.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/82.jpg,https://sfplanninggis.org/pim?search=0316/001A
"MULTIPOLYGON (((-122.45984078182653 37.78650202514848, -122.45989260615875 37.78649968241456, -122.45991284720003 37.7867796908302, -122.45944464755235 37.786800859971834, -122.45942982042976 37.78659625341453, -122.45972872809824 37.786582739302105, -122.45972327730732 37.78650733834314, -122.45984078182653 37.78650202514848)))",1361001,St. John's Presbyterian Church,25 Lake Street,83,1976,https://sfplanninggis.org/docs/landmarks_and_districts/LM83.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/83.jpg,https://sfplanninggis.org/pim?search=1361/001
"MULTIPOLYGON (((-122.42142282770124 37.778132832564324, -122.42176204388312 37.779810662632144, -122.42044755521039 37.7799780759276, -122.42010836780685 37.77830024136318, -122.42142282770124 37.778132832564324)))",0786A001,War Memorial Complex,401 Van Ness Avenue,84,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM84.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/84.jpg,https://sfplanninggis.org/pim?search=0786A/001
"MULTIPOLYGON (((-122.41773617928118 37.804050850566455, -122.41679499829047 37.804169143791114, -122.41664420536569 37.80342584063021, -122.41758476672351 37.80330528471126, -122.41764671202606 37.803610312266244, -122.41766046625742 37.80367803931023, -122.41767973872885 37.80377293667186, -122.41773617928118 37.804050850566455)))",0049001,S.F. Art Institute,800 Chestnut Street,85,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM85.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/85.jpg,https://sfplanninggis.org/pim?search=0049/001
"MULTIPOLYGON (((-122.4007249919647 37.79995036381837, -122.40025504223632 37.8000099016358, -122.40020460915531 37.79975884869208, -122.40067455798436 37.799699310874644, -122.4007249919647 37.79995036381837)))",0136003,"Gibb-Sanborn Warehouse,
North Pelican Paper",901-925 Front Street,92,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM92.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/92.jpg,https://sfplanninggis.org/pim?search=0136/003
"MULTIPOLYGON (((-122.40049276093208 37.75832794627786, -122.40047319887896 37.758122556411024, -122.40046156884625 37.75800044286632, -122.40082483739621 37.75817225384657, -122.40085071988472 37.75844400378787, -122.40050580110176 37.758464871656656, -122.40049928101689 37.75839640896726, -122.40049276093208 37.75832794627786)))",4096043,"Potrero Hill Neighborhood
House",953 Deharo Street,86,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM86.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/86.jpg,https://sfplanninggis.org/pim?search=4096/043
"MULTIPOLYGON (((-122.43000328272524 37.79079525459747, -122.42993327140329 37.79044901021382, -122.43017251534923 37.790418832563205, -122.43024252667118 37.79076507694691, -122.43023825219348 37.79076561743943, -122.43014996125163 37.790776752845034, -122.4300616694104 37.790787890948536, -122.43000328272524 37.79079525459747)))",0627054,Chambers Mansion,2220-2222 Sacramento Street,119,1980,https://sfplanninggis.org/docs/landmarks_and_districts/LM119.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/119.jpg,https://sfplanninggis.org/pim?search=0627/054
"MULTIPOLYGON (((-122.40255318867861 37.8030710850627, -122.4020798278217 37.8031311903523, -122.40198289979088 37.802648431579996, -122.40243233418477 37.802591365099545, -122.40244322497477 37.80264560680945, -122.40246714963916 37.80264256979888, -122.40255318867861 37.8030710850627)))",0084008,"Italian Swiss Colony
Warehouse Building",1265 Battery Street,102,1978,https://sfplanninggis.org/docs/landmarks_and_districts/LM102.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/102.jpg,https://sfplanninggis.org/pim?search=0084/008
"MULTIPOLYGON (((-122.44839841155738 37.804592362947346, -122.44830077665944 37.80396842320431, -122.44780557936389 37.804031456686516, -122.4475653065935 37.80406203903203, -122.44719523916888 37.804109141923504, -122.4467421463329 37.80186606816466, -122.44794140037521 37.80171342083787, -122.44788704714944 37.80135890628861, -122.44793271921952 37.80136134435071, -122.44796901675664 37.8013638516606, -122.4480052549385 37.80136686079214, -122.44804142117454 37.801370374443366, -122.44807750377367 37.801374385419706, -122.44811349374265 37.80137889372111, -122.44814937939026 37.801383902944906, -122.44818514902533 37.80138940769518, -122.44822079095667 37.801395407072505, -122.44825629709032 37.80140189837903, -122.44829165393656 37.80140888071543, -122.44832685160281 37.801416352282956, -122.44836188109582 37.80142430768581, -122.44839672892579 37.801432748722505, -122.44843138609951 37.801441670896565, -122.44846584272437 37.801451073308556, -122.44850008620989 37.80146094966324, -122.4485341066636 37.80147129816203, -122.44856789599152 37.80148211700623, -122.44860144160316 37.80149340169925, -122.44863473360596 37.801505148643855, -122.44866776210745 37.8015173560413, -122.448700517215 37.801530019395045, -122.44873298993542 37.80154313330911, -122.44876516767823 37.80155669508554, -122.44879704234955 37.801570700227785, -122.44882860495608 37.80158514513846, -122.44885984380664 37.80160002442176, -122.44889075260608 37.80161533358091, -122.44892131786446 37.801631069018754, -122.44895153418588 37.80164722533931, -122.44898138987912 37.80166379804598, -122.44901087595105 37.801680780843526, -122.44903998430772 37.801698170134614, -122.44906870685526 37.801715959624005, -122.4490970319024 37.80173414391578, -122.44912495405327 37.801752716714645, -122.44915246341537 37.80177167622202, -122.44917955009606 37.80179101074668, -122.44920620869948 37.80181072028864, -122.44923242933305 37.80183079225742, -122.44925820570154 37.80185122665296, -122.44928352701305 37.80187201538138, -122.44930838787172 37.80189315034875, -122.44933278018357 37.8019146261592, -122.44935669585476 37.80193643741683, -122.44938012858995 37.80195857512831, -122.4494030711947 37.80198103569637, -122.449425515575 37.80200381012787, -122.44944745633495 37.802026891228195, -122.44946888627999 37.80205027270205, -122.4494897982155 37.80207394825425, -122.4495101858463 37.80209790889154, -122.4495300437764 37.80212214921795, -122.44954936481122 37.80214666024034, -122.44956814535351 37.802171433864714, -122.44958637730934 37.802196464695214, -122.4496040552828 37.80222174373864, -122.44962117477729 37.802247264699645, -122.44963773039683 37.80227301858508, -122.44965371764488 37.80229899999898, -122.4496691311254 37.802325193652905, -122.44968396634187 37.80235160134549, -122.44969821699902 37.802378207788195, -122.44971188039887 37.80240500758515, -122.44972495384343 37.80243199444112, -122.44973743103753 37.802459156664895, -122.44974930838379 37.802486487961175, -122.44976058318429 37.80251398023614, -122.44977125004306 37.80254162359722, -122.44978130896016 37.8025694108498, -122.44979075543893 37.802597333000676, -122.44979958498277 37.80262538195598, -122.44980779759169 37.80265354782313, -122.44981538786976 37.80268182520621, -122.44982235581699 37.80271020061542, -122.44982869873536 37.802738671352756, -122.44983441482628 37.80276722302909, -122.44983950229113 37.80279585114778, -122.44984395933119 37.80282454401765, -122.44984778324852 37.8028532962428, -122.4498509740431 37.80288209523263, -122.44985353171501 37.8029109337927, -122.44985545356622 37.80293980382902, -122.44985674229474 37.80296869724771, -122.44985739520251 37.80299760325693, -122.44985740959169 37.803026512863426, -122.4498567899588 37.803055419771965, -122.4498555336059 37.80308431319065, -122.44985364413026 37.80311318412629, -122.44985111883398 37.80314202538432, -122.449847957717 37.803170827072165, -122.44984416527592 37.80319958019663, -122.4498397397121 37.80322827666379, -122.44983468462289 37.80325690927907, -122.44982900090758 37.80328546455269, -122.44982269036478 37.8033139388873, -122.44981575209516 37.80334231969243, -122.44980819239407 37.80337060067285, -122.4498000112614 37.80339877373456, -122.44979121319386 37.803426828985096, -122.44978179819134 37.80345475833059, -122.4497717689519 37.8034825518784, -122.44976113087142 37.80351020333336, -122.44974988664785 37.803537701903565, -122.4497380389792 37.8035650421931, -122.44972559236209 37.80359221341007, -122.44971254859513 37.80361920835992, -122.44969891487295 37.80364601804945, -122.44968469209476 37.803672635284045, -122.44966988565659 37.80369905107051, -122.44965450095435 37.80372525911355, -122.44963854428329 37.80375124862138, -122.44962201474408 37.803777014197976, -122.44960492312862 37.80380254595087, -122.44958727123549 37.80382783758478, -122.44956906715862 37.80385288100581, -122.44955031359598 37.80387766901936, -122.4495310186415 37.80390219263222, -122.44951118679177 37.803926447347806, -122.4494908252413 37.803950422374214, -122.44946993938612 37.80397411141627, -122.44944853372277 37.80399750727929, -122.44942661904315 37.80402060456737, -122.44940419804522 37.80404339428736, -122.44938127972216 37.804065870143916, -122.44935787036934 37.80408802494253, -122.4493339771812 37.80410985058927, -122.4493096073524 37.80413134618482, -122.44928476897684 37.80415249734, -122.449259469249 37.80417330225623, -122.44923371356492 37.8041937537389, -122.4492075154144 37.80421384459339, -122.44918087659607 37.80423357122248, -122.44915380880116 37.80425292463292, -122.44912632012347 37.80427190212674, -122.44909841775768 37.8042904947107, -122.44907010979762 37.804308698787565, -122.44904140703522 37.80432650806205, -122.449012316665 37.804343917138226, -122.44898284768016 37.80436091972081, -122.44895300817467 37.80437751221257, -122.44892280894038 37.804393689217534, -122.44889225897049 37.804409446239106, -122.44886136635887 37.80442477608267, -122.44883014189742 37.8044396769497, -122.44879859278075 37.804454141645465, -122.44876673339792 37.80446817017008, -122.44873456824564 37.80448175263092, -122.44870210901502 37.804494889028035, -122.44866936559868 37.80450757306619, -122.4486363487884 37.804519802946686, -122.44860306757744 37.80453157327361, -122.44856953365695 37.80454288134905, -122.44853575422161 37.80455372177698, -122.44850174276115 37.80456409365814, -122.44846750826878 37.80457399429457, -122.44843306063717 37.80458341829029, -122.44839841155738 37.804592362947346)))",0916002,Palace Of Fine Arts,3301 Lyon Street,88,1977,https://sfplanninggis.org/docs/landmarks_and_districts/LM88.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/88.jpg,https://sfplanninggis.org/pim?search=0916/002
